tau,gamma,ftp,fbp
1e-07,6.0582831939311065e-05,4.0784792750675815e-05,1.8190334405753824e-05
1.1097524964120721e-07,0.00031113653520211456,0.00020937524159857552,9.326294821443979e-05
1.2315506032928263e-07,0.0010846937824420483,0.0007292346793759397,0.000323834488347392
1.3667163564620074e-07,0.0026409222087483064,0.0017716710801695173,0.0007813444389311113
1.5167168884709241e-07,0.004750737250864746,0.0031732828313713155,0.001380120866573776
1.6831803533309585e-07,0.006890129210226029,0.004569222700165296,0.0019418371136959956
1.867913599020781e-07,0.008817253058186803,0.005791306242178859,0.0023890085496457406
2.0729217795953698e-07,0.010553546484628916,0.006854753051505241,0.0027397039784181174
2.300430119772917e-07,0.012174756472624922,0.007807503206603823,0.003025087384153583
2.5529080682395163e-07,0.013706491659619678,0.008659438078775963,0.0032568586542932564
2.833096101839324e-07,0.015148151086839381,0.009401515307028267,0.003435807220204047
3.1440354715915e-07,0.01652811510479766,0.010048440784032577,0.003572941054114223
3.489101213406774e-07,0.017857640890666073,0.010601936548941742,0.00367415885895994
3.872038781812557e-07,0.019182799721397133,0.011081852078458156,0.0037500685188528115
4.2970047043208437e-07,0.020519004856476366,0.011487476405848499,0.0038036101175679326
4.768611697714474e-07,0.0219046809789943,0.011833868674400921,0.0038412588601351443
5.291978735958437e-07,0.023354955429791307,0.01212515561711652,0.003866138300963817
5.872786613189477e-07,0.024915326637081358,0.012369643987410847,0.0038813393902793845
6.517339604882421e-07,0.02664027782437616,0.012576651357555238,0.003890506264414289
7.232633896483533e-07,0.02857735197361198,0.012746088244095366,0.0038936456714246882
8.026433522257174e-07,0.030780389062831166,0.012890681411814452,0.0038948246525758014
8.907354638610439e-07,0.033284514197916996,0.013004246334627274,0.0038921628017135213
9.884959046625586e-07,0.03617712438763024,0.01310091907133134,0.0038896443245216563
1.096985797892384e-06,0.039520595092063564,0.013173361608118519,0.0038849090557598284
1.217382727739662e-06,0.043450008158371634,0.013233817930076934,0.003880971917736648
1.3509935211980278e-06,0.048074285209323664,0.013278023210351177,0.0038761616516684127
1.499268432786047e-06,0.05359461258206488,0.013312417266121522,0.0038718022564095834
1.6638168860761274e-06,0.06021045706306199,0.013337406806270638,0.003867739935329233
1.8464249428955464e-06,0.06823189744168313,0.013351719610959977,0.0038633918046975502
2.049074689815846e-06,0.0780203591183682,0.013361258414252283,0.0038603630608478436
2.2739657523579273e-06,0.09004622680431613,0.013360124455935716,0.0038564597784880666
2.523539170434766e-06,0.1048591746881253,0.01336166566706136,0.0038544519005722392
2.800503894183631e-06,0.12295783031194023,0.01335775433770166,0.003851281619688718
3.107866187782014e-06,0.14472950336175747,0.013357807436261434,0.0038499625167889018
3.4489622604057595e-06,0.17024163881335055,0.013350094555856385,0.0038476886772543183
3.827494478516315e-06,0.19945979516754164,0.013343066629638382,0.003846725760277878
4.247571552536894e-06,0.2317399494208415,0.013333434861798167,0.003845527180037008
4.713753134116729e-06,0.26657290925340327,0.013324638892539514,0.003844783951467563
5.2310993080562585e-06,0.3027699299706569,0.013317455313296023,0.0038446650150010075
5.805225516094895e-06,0.3393223347109139,0.01330855457793488,0.00384400944289657
6.44236350872137e-06,0.37484555628700383,0.01330578497426527,0.003844646141054922
7.149428986597577e-06,0.40761236361392084,0.013300191766471115,0.00384399975941788
7.934096665797492e-06,0.43581007327982285,0.0132991320249814,0.0038450018230846974
8.804883581643465e-06,0.4561066057196494,0.013289519400078283,0.003844599981449902
9.771241535346501e-06,0.46516816585720633,0.013282091293910638,0.0038457615677413566
1.0843659686896109e-05,0.45957214176096606,0.013269521120259701,0.003845960104301149
1.2033778407775906e-05,0.44122530395158177,0.013257992114535093,0.0038471083633648045
1.3354515629298974e-05,0.4145498910855047,0.013241926639513957,0.0038480449098012987
1.48202070579886e-05,0.38284100124013515,0.013221254878055718,0.0038489799935067476
1.6446761779946626e-05,0.3483983641047432,0.013198655816530454,0.003850574448137325
1.8251834943190462e-05,0.31236453315203827,0.013168449732597986,0.0038512760470537553
2.0255019392306664e-05,0.2766144940141389,0.013137677859479285,0.003853323064130866
2.2478058335487252e-05,0.24217035901798306,0.013097333629445793,0.0038539087591147113
2.4945081352303165e-05,0.21016904196133937,0.013061420137188374,0.003856029231644667
2.7682866303920665e-05,0.181171979389247,0.013022941924762527,0.0038565720105682598
3.072112998861759e-05,0.1555844976794588,0.012991050737923305,0.0038582538952519918
3.409285069746814e-05,0.13362346085566085,0.012956856464401598,0.003858768064478636
3.783462617131933e-05,0.11509602298956674,0.012925877733421597,0.0038596331729788534
4.1987070844439056e-05,0.09973774635606233,0.012898474743125004,0.003860193487053276
4.659525668664687e-05,0.08702845716825136,0.012875833996066465,0.0038602163967346704
5.170920242896755e-05,0.07652177199336814,0.012863565289113163,0.0038608738511869815
5.7384416483024044e-05,0.0677079102269925,0.012856445217145322,0.0038602194902401838
6.368249944718586e-05,0.060262022128101715,0.01286410551150017,0.0038608111182970796
7.067181273927492e-05,0.053847735400535834,0.01287859400137366,0.0038596814257802047
7.842822061337681e-05,0.04826867296820585,0.012912948781150369,0.003859952197837772
8.703591361485166e-05,0.04332575078351179,0.012961533996589468,0.0038587328050841796
9.658832241158708e-05,0.03889085997446573,0.013037385962714433,0.0038586034908338206
0.00010718913192051276,0.034861796514766806,0.01313936224361821,0.0038577280115904577
0.00011895340673703195,0.03116964280617147,0.01327576504793651,0.0038572208983373153
0.0001320088400831418,0.02779997259881467,0.013448872140201648,0.0038569201045197616
0.00014649713983072864,0.024689050567258314,0.013659125002195587,0.0038560923932920354
0.0001625755666443795,0.021797610973044796,0.013911770975656117,0.0038563280355554956
0.00018041864093920718,0.019060949892888153,0.014202333360488907,0.0038553517890695535
0.00020022003718155845,0.016487458302556688,0.014545127244731124,0.0038560220557711544
0.0002221946860939524,0.014063105383490105,0.014937574161444932,0.0038553186481682317
0.0002465811075822604,0.01178906340968014,0.015401031701244159,0.0038562490685477495
0.0002736439997074672,0.009671838248076325,0.0159378377396072,0.0038560102030328483
0.00030367711180354605,0.007756624088263526,0.016573834904342236,0.0038567918651190507
0.00033700643292719284,0.006107613119667891,0.01732064921697881,0.003857104412571163
0.0003739937302478798,0.0046978168347769095,0.018206099057406215,0.0038575615515879795
0.0004150404757850477,0.0034634698055486207,0.019252320160854257,0.0038584449687860583
0.00046059220411451084,0.002398411316708667,0.020484155915514144,0.0038585169930957118
0.0005111433483440171,0.0015992343050804851,0.02193035767300642,0.0038596970343038784
0.0005672426068491978,0.0011145500112144484,0.023610134147816778,0.0038593722150053068
0.0006294988990221888,0.0008677549547452822,0.02556501876373489,0.003860570918986322
0.0006985879746785249,0.0007552693380606524,0.027819670073196703,0.0038602297497680243
0.0007752597488629464,0.0007118749687556957,0.030448130192152756,0.0038611666851249018
0.000860346441668451,0.000706454180263857,0.03349505587228133,0.0038607045265369004
0.0009547716114208065,0.0007291736726967728,0.03704722567806938,0.0038605727748381516
0.001059560179277617,0.0007798020618091219,0.04115197871414315,0.003859668610255656
0.0011758495540521582,0.0008601647534595551,0.045915350329696,0.0038581762678287605
0.0013049019780144017,0.0009698142110479197,0.05143063350801703,0.003857032438330806
0.001448118227674533,0.0011045007031017875,0.05783805805276383,0.0038546847103439756
0.0016070528182616384,0.0012539476413956797,0.06529725526499275,0.0038534595840326448
0.0017834308769319094,0.0014093955184320019,0.07396584108197413,0.003850490052195773
0.0019791668678535573,0.0015687665723342493,0.08404761955273106,0.0038488367000853877
0.002196385372416547,0.001729211307490998,0.09566556575673446,0.0038455307801948755
0.002437444150122222,0.0018883047331673508,0.10902329700384049,0.003843461370010345
0.002704959730463137,0.0020394097547616536,0.1241376320957723,0.003840681999044549
0.0030018358135755923,0.0021820960895481225,0.14113508440479047,0.003838741183125579
0.003331294787934677,0.0023154127708775456,0.15986238098083827,0.003837120984030577
0.0036969127071950323,0.0024392385722649635,0.18027468649239492,0.0038353993104141603
0.00410265810582719,0.0025512326561472213,0.20206428727355252,0.003834669741550654
0.004552935074866948,0.00264627551168468,0.22489512458083932,0.0038327988825817634
0.00505263106533568,0.002720831880277089,0.24834407039559905,0.0038323348842899383
0.005607169938205458,0.002770394904019751,0.27168262817730315,0.003830293787460198
0.006222570836730231,0.0028021745234137,0.29440579934452726,0.0038297645065971096
0.006905513520162331,0.002821367283496692,0.3153842367300545,0.0038279470602657984
0.007663410868007463,0.002836504264145862,0.33393332702302697,0.0038274633882890217
0.008504489341802686,0.0028506193456501305,0.3486747254978709,0.0038267743237159237
0.009437878277775391,0.002864038963538754,0.3587932909441133,0.0038271064755865947
0.010473708979594508,0.0028720605672900505,0.363305038920228,0.0038286115852720947
0.011623224686798541,0.002869051246913862,0.36168095913261883,0.003830595845164108
0.01289890261253308,0.002852837575889396,0.35422448805820783,0.003834659187262568
0.014314589375234785,0.002824389389415143,0.34113819212704827,0.00383825169937806
0.015885651294280528,0.0027971770297155535,0.32382741732254994,0.003843694265517101
0.01762914118095948,0.0027758205207514667,0.30312517098922914,0.0038473511588018676
0.01956398343517065,0.0027540920189831736,0.28042429612258407,0.003851671239749779
0.021711179456945052,0.0027157920428210907,0.25660947131921163,0.0038534669731590324
0.02409403560239527,0.0026547686486329226,0.23259866865513798,0.00385480150217639
0.026738416158399492,0.0025676158472203656,0.2091812562557223,0.0038543994873555397
0.029673024081888724,0.0024540627432847097,0.18681397512772518,0.0038529879065512924
0.032929712550971546,0.0023158118298825937,0.16607266674943622,0.0038511799017141076
0.036543830709572546,0.0021529191602468645,0.14708233188844486,0.003847732831327721
0.040554607358408275,0.0019706219638399923,0.13011980636316728,0.003844678829288316
0.04500557675700498,0.0017709004228743076,0.11510836922273479,0.0038395730186409046
0.0499450511585514,0.001562012050024223,0.10206033073025644,0.00383624236323361
0.05542664520663107,0.001351909885900251,0.09079981342870731,0.003833089409911409
0.06150985788580504,0.001155047552233334,0.08117570477326955,0.0038352675679951013
0.06826071834272393,0.000985876799970318,0.07298472016522899,0.0038435383335623055
0.0757525025877192,0.000850225333915486,0.06602056200459908,0.0038632573170330614
0.08406652885618333,0.0007484753701132691,0.06010902667867665,0.003898092362429141
0.09329304026284696,0.0006750929141165252,0.05504670744591949,0.003953678886541152
0.10353218432956637,0.0006220609085664098,0.05069987082333535,0.004038232080103795
0.11489510001873086,0.0005822080052760928,0.04689329287572764,0.0041612530203350585
0.1275051240713013,0.0005515982049446081,0.04354156711672191,0.004339767656643933
0.1414991297434576,0.0005274836252860326,0.040511192578026996,0.004588680691174927
0.15702901247293774,0.0005092002224675082,0.03775145128624592,0.004928967670774893
0.17426333860096507,0.0004960970156676599,0.03517724826583088,0.005384224524142151
0.19338917504552322,0.0004883367004695501,0.03276869707243354,0.0059939017400983995
0.21461411978584058,0.00048584297396287644,0.030486904858634818,0.0067845684628816015
0.23816855519761607,0.0004890774719915486,0.028282243623884016,0.007756618733325492
0.2643081486974108,0.0004988299658882101,0.026100800149873156,0.008933115796374675
0.29331662783900486,0.0005169360860612423,0.023897744366128158,0.010518356214020173
0.32550885998350565,0.0005468202441542254,0.021696445166941886,0.012729638740731
0.36123426997094304,0.0005932252802433267,0.019486680939183494,0.015217044044588391
0.40088063288984643,0.0006630513450717583,0.017295812279230195,0.017570878211582597
0.4448782831127585,0.0007642231069428325,0.015116126307411217,0.023046378089481154
0.4937047852839004,0.0009055277144183754,0.012977889751006583,0.041693164897640154
0.5478901179593945,0.0010960321092593943,0.010903971928840085,0.08423234381996174
0.6080224261649427,0.0013445127532660897,0.008931920649002653,0.1526282331250657
0.67475440531107,0.0016562449325798756,0.007111655739484824,0.24271806134637694
0.748810385759003,0.00203262230951697,0.00546928015391011,0.3486948600735489
0.8309941949353403,0.0024649272307636382,0.004044704167572834,0.46258113138041035
0.9221978823334341,0.0029444368553609036,0.00286241376720848,0.5788005062927182
1.0234114021054528,0.0034539712106552898,0.00195897654951148,0.6903117076495623
1.135733358343105,0.00397510278459636,0.0013357183924425215,0.7852660681899458
1.2603829296797273,0.0044870429021602815,0.0009433715705424383,0.84535603132145
1.3987131026472386,0.004964269021388278,0.0007199937636413336,0.8567408750689277
1.552225357427048,0.005393476391276249,0.000602655467360901,0.8278241144725126
1.7225859653987874,0.005754006724097308,0.0005408648893933935,0.773466412197289
1.9116440753857036,0.006042213469527959,0.000505351621895243,0.7057844581855895
2.121451784910632,0.006249580411823479,0.00048119023239432437,0.6326694612595172
2.35428641432242,0.006378960049242385,0.000461717279100569,0.5590783749035302
2.612675225563332,0.006436549519438829,0.0004444499473304506,0.4898298630385923
2.8994228538828812,0.006428510109965219,0.0004283230246851357,0.4271986991349764
3.2176417502507353,0.006371463685982104,0.000413646962886897,0.37290347109884786
3.5707859649004625,0.00627308544512807,0.00040036971879564803,0.32680455599322944
3.9626886387014784,0.006152883930784111,0.0003890639655229303,0.28810694298973316
4.397603609302721,0.006019163232267835,0.0003796344083048227,0.25530419992726633
4.880251583654434,0.005888244898743169,0.00037230031793352347,0.22708755930750898
5.415871378079476,0.005767947192432739,0.0003666506158170573,0.2021924915773139
6.010276782070388,0.005667998946540651,0.00036225639212033754,0.17963050418364368
6.669919663030129,0.0055935639411737815,0.00035818739839660134,0.15873764828355813
7.401959996915652,0.0055464805366922465,0.0003534463951435918,0.1389882707059071
8.214343584919439,0.005527227968776469,0.0003471125052923073,0.12034815756932259
9.115888299750837,0.005529306550909152,0.00033841558261112173,0.10266376306228209
10.11637979766207,0.005548048650737194,0.00032773043717811406,0.08612808837449175
11.226677735108158,0.0055703318223632005,0.00031529165587119735,0.07079940171434296
12.458833642950081,0.005590518493083136,0.0003022802683761129,0.05692489427568761
13.826221737646593,0.0055940440657579705,0.00028920520972571147,0.04470312069800335
15.343684089300131,0.0055761116985507874,0.00027621883212729757,0.034226095803442075
17.02769172225898,0.005525094757756,0.0002628224940225712,0.02553969178924361
18.896523396912116,0.005436176733493177,0.00024885484517554724,0.01841001818604874
20.970464013232306,0.005303192576096688,0.00023447730372948766,0.01258515681271845
23.27202478960412,0.005119715926643844,0.00021995193256175134,0.007959089690259106
25.826187606826746,0.004884391044496685,0.00020605376842461944,0.004704475479522052
28.66067616948256,0.004588741600229386,0.0001931925966129008,0.003113056482446963
31.80625692794119,0.004234436240124702,0.00018189702541130672,0.0048166744476419495
35.297073027306574,0.003816574090591359,0.00017185585002139935,0.016788506054832557
39.17101490809261,0.0033430924179110627,0.00016177916214227283,0.05221963811352093
43.47013158125035,0.002807172428649435,0.0001483189978144094,0.11264337088293717
48.241087041653735,0.002187073251872055,0.00012611610222375497,0.16271543436617453
53.535666774107185,0.0014838340583550936,9.142651126240188e-05,0.15646175689522276
59.411339849650396,0.0007993433374342637,5.1176440971147346e-05,0.10000607096390167
65.93188271333541,0.00031461065447954076,2.051757196368838e-05,0.04247111230284707
73.16807143427206,8.595775932873389e-05,5.651190619340065e-06,0.011982362859463254
81.19844993184009,1.5898225781051786e-05,1.0487388798816026e-06,0.002245675404932323
90.11018251665037,1.9686031835179296e-06,1.3004008421760243e-07,0.0002795741052458113
100.0,1.624424119149095e-07,1.073650134839787e-08,2.3120022121636997e-05
