,Freq,Zreal,Zimag,Zmod,Zphz,sigma_re,sigma_im
0,1000000.0,1.0047229645762392,-0.039822831906927425,1.005511856463142,-2.2697664675602662,0.007612613401068548,0.007612613401068548
1,794328.2347242822,1.010706202462862,-0.03600940336040094,1.0113474698773273,-2.040468856948069,0.007612613401068548,0.007612613401068548
2,630957.344480193,1.0090396473435201,-0.043313672785882065,1.0099688530649538,-2.4579490728463598,0.007612613401068548,0.007612613401068548
3,501187.2336272725,1.0344823387303597,-0.06367842274034687,1.0364403748734092,-3.522444968486363,0.007612613401068548,0.007612613401068548
4,398107.1705534969,1.0415832719770513,-0.0768830680851143,1.0444169275823714,-4.221555013362966,0.007612613401068548,0.007612613401068548
5,316227.7660168379,1.0369215250716715,-0.07547819320381688,1.039664949301588,-4.163254498499492,0.007612613401068548,0.007612613401068548
6,251188.6431509582,1.0601136597433447,-0.09748506001501543,1.0645864495195114,-5.2539819778831,0.007612613401068548,0.007612613401068548
7,199526.2314968879,1.0691613558187323,-0.10170635944192945,1.0739879833252701,-5.434037018390638,0.007612613401068548,0.007612613401068548
8,158489.3192461114,1.068080842155172,-0.13822781278595178,1.076988214237505,-7.374061087064151,0.007612613401068548,0.007612613401068548
9,125892.54117941661,1.0995835894688077,-0.18473924317741314,1.1149944655462962,-9.537101989090056,0.007612613401068548,0.007612613401068548
10,100000.0,1.1208931297372045,-0.18465659616924288,1.1360015258796425,-9.354915351304822,0.007612613401068548,0.007612613401068548
11,79432.82347242821,1.1327705835240938,-0.21999420614302098,1.1539352865884698,-10.99054000163754,0.007612613401068548,0.007612613401068548
12,63095.7344480193,1.1809537563250667,-0.2597047481290766,1.2091725810565968,-12.402555757511081,0.007612613401068548,0.007612613401068548
13,50118.72336272725,1.203730851491685,-0.27760299229162744,1.2353264281808927,-12.98643452494117,0.007612613401068548,0.007612613401068548
14,39810.71705534969,1.2580591821356946,-0.32154472574019094,1.2985006416660978,-14.337175906610181,0.007612613401068548,0.007612613401068548
15,31622.776601683792,1.3164335147924537,-0.33177835903688707,1.357598644074906,-14.14556232797178,0.007612613401068548,0.007612613401068548
16,25118.864315095823,1.3807881934823307,-0.3731477585853687,1.4303199939165652,-15.122528560233427,0.007612613401068548,0.007612613401068548
17,19952.62314968879,1.4564622716871645,-0.3662839852397251,1.5018143382892677,-14.116500838262535,0.007612613401068548,0.007612613401068548
18,15848.93192461114,1.512707981648773,-0.390415508128898,1.5622770902536622,-14.471688081855762,0.007612613401068548,0.007612613401068548
19,12589.254117941662,1.593968218682761,-0.38539816010231936,1.6398982968406752,-13.592415739905304,0.007612613401068548,0.007612613401068548
20,10000.0,1.6586591934210142,-0.35894180482608296,1.6970531927938661,-12.210790605187524,0.007612613401068548,0.007612613401068548
21,7943.282347242814,1.719582024492,-0.344123382497708,1.7536770630129337,-11.316563484088883,0.007612613401068548,0.007612613401068548
22,6309.57344480193,1.7733941119988612,-0.32153289838014276,1.802306877646802,-10.276621847069734,0.007612613401068548,0.007612613401068548
23,5011.87233627272,1.8313317515816934,-0.29915232032565275,1.8556045093466158,-9.277458710895461,0.007612613401068548,0.007612613401068548
24,3981.071705534969,1.8745679200544398,-0.2805655786139703,1.8954476861153993,-8.512243213613928,0.007612613401068548,0.007612613401068548
25,3162.2776601683795,1.9108425329148684,-0.2511057652240132,1.927270943828409,-7.486399615757355,0.007612613401068548,0.007612613401068548
26,2511.88643150958,1.9316979138880561,-0.23098273808672595,1.9454587777214682,-6.818766004563703,0.007612613401068548,0.007612613401068548
27,1995.2623149688789,1.9753699072652415,-0.19890270520285494,1.9853585461236223,-5.749810911785209,0.007612613401068548,0.007612613401068548
28,1584.8931924611124,1.9926912637916883,-0.1855287428993988,2.0013094181644044,-5.319166895588327,0.007612613401068548,0.007612613401068548
29,1258.9254117941662,1.9963311154256878,-0.18140986687959512,2.0045566747333545,-5.192300266887766,0.007612613401068548,0.007612613401068548
30,1000.0,2.0273945030551856,-0.1678461294779175,2.034330551852157,-4.732672043789184,0.007612613401068548,0.007612613401068548
31,794.3282347242813,2.0416891053856223,-0.15680517654212298,2.0477017034814295,-4.391791321933946,0.007612613401068548,0.007612613401068548
32,630.957344480193,2.0531256915442135,-0.14080870101052406,2.057948540551774,-3.9233500523070517,0.007612613401068548,0.007612613401068548
33,501.18723362727195,2.077420792825239,-0.1551696817963854,2.0832078102319596,-4.271685938203557,0.007612613401068548,0.007612613401068548
34,398.1071705534969,2.104754670688225,-0.1591981469644536,2.1107667502073304,-4.325467001083401,0.007612613401068548,0.007612613401068548
35,316.22776601683796,2.1040786153894175,-0.17081157519500262,2.1110005717573,-4.641160908355391,0.007612613401068548,0.007612613401068548
36,251.18864315095797,2.1282204858377933,-0.1742712798498664,2.1353437464071594,-4.681272804505227,0.007612613401068548,0.007612613401068548
37,199.52623149688787,2.1383759385717958,-0.19074741697394712,2.146866607813592,-5.097406849444872,0.007612613401068548,0.007612613401068548
38,158.48931924611125,2.168198099542869,-0.2007136937996576,2.177468480998063,-5.288891957675474,0.007612613401068548,0.007612613401068548
39,125.89254117941663,2.2020921291910582,-0.22399323945518013,2.2134549276564983,-5.808057454862575,0.007612613401068548,0.007612613401068548
40,100.0,2.24058383168703,-0.23194485684547933,2.2525572852725415,-5.9101974121059735,0.007612613401068548,0.007612613401068548
41,79.43282347242805,2.2580399322250067,-0.2609378702986537,2.273066850684051,-6.591830571900341,0.007612613401068548,0.007612613401068548
42,63.0957344480193,2.301511562982668,-0.2753169379677428,2.3179203806159645,-6.821557623962347,0.007612613401068548,0.007612613401068548
43,50.11872336272725,2.3334801472847038,-0.3106643267995268,2.3540692261948553,-7.583392196801037,0.007612613401068548,0.007612613401068548
44,39.81071705534969,2.3945911662339956,-0.3230286573807508,2.41628110262343,-7.682780933518618,0.007612613401068548,0.007612613401068548
45,31.622776601683793,2.4516182843912597,-0.341666779146673,2.475311778409743,-7.933855016441494,0.007612613401068548,0.007612613401068548
46,25.11886431509577,2.514636216269139,-0.34626099938175625,2.5383640361195683,-7.840224174641619,0.007612613401068548,0.007612613401068548
47,19.952623149688787,2.586766804859138,-0.35656583785219653,2.6112260912154643,-7.84832300455691,0.007612613401068548,0.007612613401068548
48,15.84893192461111,2.654451371394304,-0.36166485404287996,2.678976212986401,-7.758686052221145,0.007612613401068548,0.007612613401068548
49,12.589254117941662,2.714578333399783,-0.3473406884531729,2.7367099009611278,-7.291593462447579,0.007612613401068548,0.007612613401068548
50,10.0,2.777902899294869,-0.31653559580542184,2.795878985457477,-6.500682898049038,0.007612613401068548,0.007612613401068548
51,7.943282347242805,2.828208325930413,-0.3131421382292625,2.845491228873655,-6.318113347945447,0.007612613401068548,0.007612613401068548
52,6.30957344480193,2.8618919474021687,-0.29026950272679397,2.8765746822946623,-5.791461636332628,0.007612613401068548,0.007612613401068548
53,5.011872336272715,2.9023081697552633,-0.2530418720971354,2.913318194303974,-4.982814070755241,0.007612613401068548,0.007612613401068548
54,3.981071705534969,2.9364478065455804,-0.24985751099796502,2.9470586177353937,-4.863488890318427,0.007612613401068548,0.007612613401068548
55,3.1622776601683795,2.970927399823149,-0.22018598939689968,2.979075609135597,-4.238644503154411,0.007612613401068548,0.007612613401068548
56,2.511886431509577,2.9963630727521378,-0.1988218727409118,3.0029521809101185,-3.796262048220583,0.007612613401068548,0.007612613401068548
57,1.9952623149688788,3.011391635893946,-0.19807856342940738,3.01789905431283,-3.763290212009578,0.007612613401068548,0.007612613401068548
58,1.584893192461111,3.035211676168772,-0.17573268452525706,3.0402947053800067,-3.3136117196316395,0.007612613401068548,0.007612613401068548
59,1.2589254117941662,3.062247350963421,-0.17891237927073053,3.067469393154364,-3.3437155917122845,0.007612613401068548,0.007612613401068548
60,1.0,3.0682705944682818,-0.16045052179908675,3.072462987706173,-2.993468563498242,0.007612613401068548,0.007612613401068548
61,0.7943282347242805,3.069070433859171,-0.1902543737837117,3.0749617972801473,-3.5472764734231825,0.007612613401068548,0.007612613401068548
62,0.630957344480193,3.0949103062349375,-0.17401512371801944,3.0997985526356113,-3.2181369933464556,0.007612613401068548,0.007612613401068548
63,0.5011872336272715,3.09781570068268,-0.18896251248352985,3.10357357678535,-3.4906389579612895,0.007612613401068548,0.007612613401068548
64,0.3981071705534969,3.135446095164176,-0.19942053010218258,3.141781463359047,-3.6392222568911032,0.007612613401068548,0.007612613401068548
65,0.31622776601683794,3.151013897083272,-0.23490931306314922,3.1597580548161766,-4.2635357761803165,0.007612613401068548,0.007612613401068548
66,0.2511886431509577,3.184028223840482,-0.2882073954486404,3.197045391139147,-5.172124131290774,0.007612613401068548,0.007612613401068548
67,0.1995262314968879,3.1753398498836485,-0.310729228004346,3.19050714078425,-5.588998290513611,0.007612613401068548,0.007612613401068548
68,0.1584893192461111,3.2122473536099174,-0.3491517508745784,3.2311669727689254,-6.203349708545155,0.007612613401068548,0.007612613401068548
69,0.12589254117941662,3.2289457937422603,-0.4042899910316843,3.25415754624361,-7.136752776244583,0.007612613401068548,0.007612613401068548
70,0.1,3.2475228809550414,-0.48001993360168704,3.2828073350383358,-8.408071478805846,0.007612613401068548,0.007612613401068548
71,0.07943282347242805,3.2849050348610995,-0.5663624709932362,3.333371796935554,-9.782399137535041,0.007612613401068548,0.007612613401068548
72,0.0630957344480193,3.320270368624122,-0.6879953375119542,3.390801218768442,-11.706625142134087,0.007612613401068548,0.007612613401068548
73,0.050118723362727144,3.369063261708818,-0.7981741700943995,3.4623213697174244,-13.32836591529348,0.007612613401068548,0.007612613401068548
74,0.03981071705534969,3.415010225136171,-0.9816990018532407,3.5533122249563505,-16.038138883550054,0.007612613401068548,0.007612613401068548
75,0.03162277660168379,3.4850769841157905,-1.1733986059279653,3.677312316571344,-18.607983385867445,0.007612613401068548,0.007612613401068548
76,0.02511886431509577,3.5659339360054636,-1.4050388344435893,3.832756053057645,-21.50528675481048,0.007612613401068548,0.007612613401068548
77,0.01995262314968879,3.669155374056708,-1.69300544457759,4.040911851839704,-24.769335966267878,0.007612613401068548,0.007612613401068548
78,0.01584893192461111,3.7706171573192755,-2.03148418971083,4.283045850807058,-28.314322961441746,0.007612613401068548,0.007612613401068548
79,0.012589254117941661,3.9043789923172847,-2.432795741657204,4.600290255654959,-31.926792477745703,0.007612613401068548,0.007612613401068548
80,0.01,4.072865536212099,-2.9344308329818865,5.019872308098985,-35.77211294698699,0.007612613401068548,0.007612613401068548
